"","binomial","eq","bm","brm","diet","habitus","suborder","new","bin"
"407","Peromyscus_pectoralis",1.22303688472201,3.04277875792081,-0.395415772255163,"granivorous","terrestrial","Myomorpha","New","<100"
"408","Peromyscus_polionotus",1.15376028166137,2.61416199736375,-0.775894432154087,"granivorous","terrestrial","Myomorpha","Modified","<100"
"409","Peromyscus_truei",1.26682779036138,3.22643440377013,-0.226335059149134,"omnivorous","arboreal","Myomorpha","Modified","<100"
"410","Petaurista_elegans",0.853552933331392,6.82871207164168,2.08434947803242,"folivorous","gliding","Sciuromorpha","Old","100-1000"
"411","Petaurista_petaurista",0.781394635615211,7.50191051033513,2.46555392127219,"folivorous","gliding","Sciuromorpha","Modified",">1000"
"412","Petinomys_genibarbis",1.43278863944483,4.70048036579242,1.00614606099552,"frugivorous","gliding","Sciuromorpha","New","100-1000"
"413","Petinomys_setosus",1.76961541179791,3.67630067190708,0.449150889274189,"omnivorous","gliding","Sciuromorpha","New","<100"
"414","Petinomys_vordermanni",1.530757217123,3.73766961828337,0.350177883677325,"omnivorous","gliding","Sciuromorpha","New","<100"
"415","Petromus_typicus",0.618609743512912,5.39192154650726,0.684794953885285,"folivorous","saxicolous","Hystricomorpha","New","100-1000"
"416","Phenacomys_intermedius",0.745342408296702,3.37887300582771,-0.638746936319426,"folivorous","semifossorial","Myomorpha","New","<100"
"417","Phyllomys_dasythrix",0.594994735505835,5.82600010738045,0.971460503007626,"frugivorous","arboreal","Hystricomorpha","New","100-1000"
"418","Phyllotis_darwini",0.912110291517801,3.93091091725273,-0.0444182298110074,"granivorous","terrestrial","Myomorpha","New","<100"
"419","Plagiodontia_aedium",0.53129708678775,7.25099031055417,1.92697194803506,"folivorous","arboreal","Hystricomorpha","New",">1000"
"420","Podomys_floridanus",1.26414733029372,3.5185050199197,-0.0056719116805122,"omnivorous","terrestrial","Myomorpha","Modified","<100"
"421","Pogonomys_macrourus",1.04586450749218,4.30271282795416,0.393041588109107,"frugivorous","arboreal","Myomorpha","Old","<100"
"422","Pogonomys_sylvestris",1.2809384078534,3.71843825635548,0.15758477656154,"frugivorous","arboreal","Myomorpha","Old","<100"
"423","Poliocitellus_franklinii",0.755924369913713,6.09368263049331,1.41161116910368,"folivorous","semifossorial","Sciuromorpha","Old","100-1000"
"424","Praomys_daltoni",0.871125237202499,3.55534806148941,-0.350295336974693,"omnivorous","terrestrial","Myomorpha","Old","<100"
"425","Praomys_jacksoni",0.865954172062421,3.89182029811063,-0.139262067333508,"omnivorous","terrestrial","Myomorpha","New","<100"
"426","Praomys_morio",0.869585496571591,3.83945231259331,-0.138986243307486,"omnivorous","terrestrial","Myomorpha","Old","<100"
"427","Praomys_tullbergi",1.05248026868506,3.6163087612791,-0.115455745897292,"omnivorous","terrestrial","Myomorpha","Old","<100"
"428","Proechimys_cuvieri",0.679193796086664,5.98519493409439,1.22321056623334,"frugivorous","terrestrial","Hystricomorpha","New","100-1000"
"429","Proechimys_guyannensis",0.755196008584442,5.37133509895142,0.853223486009671,"frugivorous","terrestrial","Hystricomorpha","New","100-1000"
"430","Proechimys_semispinosus",0.651344852035944,6.04279924603115,1.22374938942144,"frugivorous","terrestrial","Hystricomorpha","Modified","100-1000"
